"","Index","Movie_names","Year","Advisory_rating","runtime","genre","Ratings","Description","Director","Cast","User_votes"
"5701",12307,"A Cool Fish",2018,"M",109,"Comedy",7,"While two criminals hide out at a woman's apartment after a botched robbery, an ex-cop tries to find a missing gun.","Xiaozhi Rao","Jianbin Chen",1302
"5702",12309,"Massacre on Aisle 12",2016,"Not Rated",83,"Comedy",4.9,"A hardware store employee's first night on the job is disrupted by the discovery of a dead body and a duffel bag full of cash.","Jim Klock","William Mark McCullough",1063
"5703",12312,"Before Someone Gets Hurt",2018,"TV-MA",86,"Horror",3.3,"Tim and his team are the rising stars of the ghost hunting game. One thing they all like better than a good haunt is a great prank. When the team arrives at a new investigation, they cannot...                 »","Shane Barbanel","Michael Welch",304
"5704",12314,"Dark Intentions",2015,"TV-14",89,"Drama",5.4,"Molly is struggling with being a new mom, but after meeting Beth, things temporarily improve only to turn as Beth's dark intentions are brought to light.","Chris Sivertson","Sara Rue",397
"5705",12315,"Only God Can",2015,"PG",105,"Family",6.1,"""Only God Can"" is the story of 5 longtime friends struggling through life's challenges, discovering through faith that Only God Can empower them to become the person they truly desire to be.","Randall Owens","Lisa Sheridan",49
"5706",12322,"Saheb",2019,"Not Rated",142,"Drama",5.8,"The protagonist takes up a fight for his fellow students which brings him in direct conflict with the management. As his agitation becomes stronger, he is threatened for his life by the ...                 »","Shailesh Prajapati","Malhar Thakar",137
"5707",12328,"Monday at 11:01 A.M.",2016,"R",96,"Thriller",4.7,"The film is a suspense thriller about Michael, who brings his girlfriend Jenny to a beautiful yet strange mountain town where everyone seems familiar. But he begins to see and hear things ...                 »","Harvey Lowry","Charles Agron",249
"5708",12329,"Tilt",2017,"Not Rated",99,"Drama",5,"An unemployed documentary filmmaker's behavior becomes increasingly erratic in the months after his wife becomes pregnant.","Kasra Farahani","Christian Calloway",464
"5709",12338,"Jaguar",2016,"Not Rated",153,"Action",5.5,"Krishna, a young medical student, strikes against corrupt figures of power as a vigilante and tries to decribes his father's injustice death while trying to win the love of his friend's sister as a college student.","A. Mahadev","Gururaj M. Desai",269
"5710",12341,"100 Days of Love",2015,"Not Rated",153,"Comedy",6.6,"A man, who just got dumped, falls in love with another girl who he bullied in his childhood.","Jenuse Mohammed","Dulquer Salmaan",1826
"5711",12342,"Shadaa",2019,"Not Rated",128,"Comedy",6.4,"Amidst pressures from his parents to hurry up and wed, a young man seeks his perfect match. After many failed attempts with matchmakers, his parents are delighted when their son finally ...                 »","Jagdeep Sidhu","Diljit Dosanjh",696
"5712",12344,"Kavacham",2018,"Not Rated",141,"Action",5.5,"A police officer from Vizag finds himself in a rut when false allegations are levied against him. He has 24 hours now to prove his innocence.","Sreenivas Mamilla","Sai Srinivas Bellamkonda",371
